HASH_IMSI,MCC,MNC,Timestamp,Longitude,Latitude,Ec/No,RSCP,Static/Mobile,Indoor/Outdoor,HASH_IMEI,IMEI_TAC,RncId,CellId,LAC,DL UARFCN
5cd8a70e40c377802d7228e06bb2eda916d70f86bbbb00fa438e9a93d1e3a27d,272,1,20160824220055,1.53350937,42.5086228,-7.25,-85.5,0,0,,,300,45,21,10590
5cd8a70e40c377802d7228e06bb2eda916d70f86bbbb00fa438e9a93d1e3a27d,272,1,20160824220057,1.53361981,42.5085433,-7.25,-85.5,0,0,,,300,45,21,10590
d2e96d27ab615b5535a6330129293a8a2ecb8e118edfca3fe91fabf211e03031,213,3,20160824220014,1.5198098,42.5006998,-8.25,-89.5,0,0,,,300,36,21,10590
d2e96d27ab615b5535a6330129293a8a2ecb8e118edfca3fe91fabf211e03031,213,3,20160824220016,1.5198098,42.5006998,-8.25,-89.5,0,0,,,300,36,21,10590
45a762ce053fd579cc81cd052b771685b7b6c4fe1c2d85c3f37034551753994c,213,3,20160824220027,1.53457157,42.5123165,-8.25,-100.5,0,0,,,300,91,21,10565
45a762ce053fd579cc81cd052b771685b7b6c4fe1c2d85c3f37034551753994c,213,3,20160824220029,1.53449461,42.5122004,-8.25,-99.5,0,0,,,300,91,21,10565
45a762ce053fd579cc81cd052b771685b7b6c4fe1c2d85c3f37034551753994c,213,3,20160824220031,1.53445791,42.5121822,-9.25,-102.5,0,0,,,300,502,21,10565
45a762ce053fd579cc81cd052b771685b7b6c4fe1c2d85c3f37034551753994c,213,3,20160824220033,1.53441891,42.5121766,-9.25,-102.5,0,0,,,300,502,21,10565
6de8e7c6f0d9e585682c78e9720a94fec57859213ea2df0c08a9c941288d4138,213,3,20160824220028,1.52289392,42.532681,-3.25,-81.5,0,0,,,300,157,22,10590
6de8e7c6f0d9e585682c78e9720a94fec57859213ea2df0c08a9c941288d4138,213,3,20160824220030,1.52289682,42.5326762,-3.25,-81.5,0,0,,,300,157,22,10590
b4a0010a6243d6b4f8a1e918e5091bfbaaf23a898e721e3a6c08d0437c755052,213,3,20160824220003,1.52024274,42.5068395,-6.25,-62.5,0,0,,,300,457,21,10590
b4a0010a6243d6b4f8a1e918e5091bfbaaf23a898e721e3a6c08d0437c755052,213,3,20160824220005,1.52024274,42.5068395,-6.25,-62.5,0,0,,,300,457,21,10590
834e3c322e8e5580014c13e727aa85dd024f43122d400f4031d34056fc65cadf,214,1,20160824220005,1.52208554,42.5042714,-4.75,-72.5,0,0,,,300,9461,21,2988
3ddbb2303d70e6ef65099cd4d852221b337582cbadca162c34f48a1abb96d463,213,3,20160824220010,1.52964584,42.5082828,-8.25,-85.5,1,1,,,300,431,21,10565
3ddbb2303d70e6ef65099cd4d852221b337582cbadca162c34f48a1abb96d463,213,3,20160824220012,1.52964584,42.5082828,-8.25,-85.5,1,1,,,300,431,21,10565
3ddbb2303d70e6ef65099cd4d852221b337582cbadca162c34f48a1abb96d463,213,3,20160824220014,1.52964584,42.5082828,-8.25,-85.5,1,1,,,300,431,21,10565
3ddbb2303d70e6ef65099cd4d852221b337582cbadca162c34f48a1abb96d463,213,3,20160824220016,1.52964584,42.5082828,-8.25,-85.5,1,1,,,300,431,21,10565
3ddbb2303d70e6ef65099cd4d852221b337582cbadca162c34f48a1abb96d463,213,3,20160824220018,1.52964584,42.5082828,-8.25,-85.5,1,1,,,300,431,21,10565
3ddbb2303d70e6ef65099cd4d852221b337582cbadca162c34f48a1abb96d463,213,3,20160824220020,1.52964584,42.5082828,-8.25,-85.5,1,1,,,300,431,21,10565
3ddbb2303d70e6ef65099cd4d852221b337582cbadca162c34f48a1abb96d463,213,3,20160824220022,1.52964584,42.5082828,-8.25,-85.5,1,1,,,300,431,21,10565
3ddbb2303d70e6ef65099cd4d852221b337582cbadca162c34f48a1abb96d463,213,3,20160824220024,1.52964584,42.5082828,-8.25,-85.5,1,1,,,300,431,21,10565
3ddbb2303d70e6ef65099cd4d852221b337582cbadca162c34f48a1abb96d463,213,3,20160824220026,1.52964584,42.5082828,-8.25,-85.5,1,1,,,300,431,21,10565
3ddbb2303d70e6ef65099cd4d852221b337582cbadca162c34f48a1abb96d463,213,3,20160824220028,1.52964584,42.5082828,-8.25,-85.5,1,1,,,300,431,21,10565
3ddbb2303d70e6ef65099cd4d852221b337582cbadca162c34f48a1abb96d463,213,3,20160824220030,1.52964584,42.5082828,-8.25,-85.5,1,1,,,300,431,21,10565
3ddbb2303d70e6ef65099cd4d852221b337582cbadca162c34f48a1abb96d463,213,3,20160824220032,1.52964584,42.5082828,-8.25,-85.5,1,1,,,300,431,21,10565
3ddbb2303d70e6ef65099cd4d852221b337582cbadca162c34f48a1abb96d463,213,3,20160824220034,1.52964584,42.5082828,-8.25,-85.5,1,1,,,300,431,21,10565
3ddbb2303d70e6ef65099cd4d852221b337582cbadca162c34f48a1abb96d463,213,3,20160824220036,1.52964584,42.5082828,-8.25,-85.5,1,1,,,300,431,21,10565
3ddbb2303d70e6ef65099cd4d852221b337582cbadca162c34f48a1abb96d463,213,3,20160824220038,1.52964584,42.5082828,-8.25,-85.5,1,1,,,300,431,21,10565
3ddbb2303d70e6ef65099cd4d852221b337582cbadca162c34f48a1abb96d463,213,3,20160824220040,1.52964584,42.5082828,-8.25,-85.5,1,1,,,300,431,21,10565
3ddbb2303d70e6ef65099cd4d852221b337582cbadca162c34f48a1abb96d463,213,3,20160824220042,1.52964584,42.5082828,-8.25,-85.5,1,1,,,300,431,21,10565
3ddbb2303d70e6ef65099cd4d852221b337582cbadca162c34f48a1abb96d463,213,3,20160824220044,1.52964584,42.5082828,-8.25,-85.5,1,1,,,300,431,21,10565
3ddbb2303d70e6ef65099cd4d852221b337582cbadca162c34f48a1abb96d463,213,3,20160824220046,1.52964584,42.5082828,-8.25,-85.5,1,1,,,300,431,21,10565
3ddbb2303d70e6ef65099cd4d852221b337582cbadca162c34f48a1abb96d463,213,3,20160824220048,1.52964584,42.5082828,-8.25,-85.5,1,1,,,300,431,21,10565
3ddbb2303d70e6ef65099cd4d852221b337582cbadca162c34f48a1abb96d463,213,3,20160824220050,1.52964584,42.5082828,-8.25,-85.5,1,1,,,300,431,21,10565
3ddbb2303d70e6ef65099cd4d852221b337582cbadca162c34f48a1abb96d463,213,3,20160824220052,1.52964584,42.5082828,-8.25,-85.5,1,1,,,300,431,21,10565
3ddbb2303d70e6ef65099cd4d852221b337582cbadca162c34f48a1abb96d463,213,3,20160824220054,1.52964584,42.5082828,-8.25,-85.5,1,1,,,300,431,21,10565
3ddbb2303d70e6ef65099cd4d852221b337582cbadca162c34f48a1abb96d463,213,3,20160824220056,1.52964584,42.5082828,-8.25,-85.5,1,1,,,300,431,21,10565
3ddbb2303d70e6ef65099cd4d852221b337582cbadca162c34f48a1abb96d463,213,3,20160824220058,1.52964584,42.5082828,-8.25,-85.5,1,1,,,300,431,21,10565
3ddbb2303d70e6ef65099cd4d852221b337582cbadca162c34f48a1abb96d463,213,3,20160824220100,1.52964584,42.5082828,-8.25,-85.5,1,1,,,300,431,21,10565
3ddbb2303d70e6ef65099cd4d852221b337582cbadca162c34f48a1abb96d463,213,3,20160824220102,1.52964584,42.5082828,-8.25,-85.5,1,1,,,300,431,21,10565
3ddbb2303d70e6ef65099cd4d852221b337582cbadca162c34f48a1abb96d463,213,3,20160824220104,1.52964584,42.5082828,-8.25,-85.5,1,1,,,300,431,21,10565
3ddbb2303d70e6ef65099cd4d852221b337582cbadca162c34f48a1abb96d463,213,3,20160824220106,1.52964584,42.5082828,-8.25,-85.5,1,1,,,300,431,21,10565
3ddbb2303d70e6ef65099cd4d852221b337582cbadca162c34f48a1abb96d463,213,3,20160824220108,1.52964584,42.5082828,-8.25,-85.5,1,1,,,300,431,21,10565
d51e8fa1504061c5c2a7caa5cbea78b4b1e5c6c53dea4819e3b7dd75bcc72405,213,3,20160824220206,1.51663056,42.5034533,-7.25,-82.5,0,0,,,300,461,21,10565
d51e8fa1504061c5c2a7caa5cbea78b4b1e5c6c53dea4819e3b7dd75bcc72405,213,3,20160824220208,1.51663056,42.5034533,-7.25,-82.5,0,0,,,300,461,21,10565
d51e8fa1504061c5c2a7caa5cbea78b4b1e5c6c53dea4819e3b7dd75bcc72405,213,3,20160824220210,1.5165218,42.5035156,-7.25,-81.5,0,0,,,300,461,21,10565
d51e8fa1504061c5c2a7caa5cbea78b4b1e5c6c53dea4819e3b7dd75bcc72405,213,3,20160824220212,1.51639271,42.5035894,-7.25,-81.5,0,0,,,300,461,21,10565
235e7d1aab5f282b34cdbec4c5c05880ed4cadf0071151fdaf61fc3203b75485,213,3,20160824220035,1.5377124,42.509809,-10.75,-75.5,0,0,,,300,502,21,10565
235e7d1aab5f282b34cdbec4c5c05880ed4cadf0071151fdaf61fc3203b75485,213,3,20160824220037,1.53765235,42.5116374,-6.75,-75.5,0,0,,,300,502,21,10565
235e7d1aab5f282b34cdbec4c5c05880ed4cadf0071151fdaf61fc3203b75485,213,3,20160824220039,1.53760721,42.5117141,-6.75,-75.5,0,0,,,300,502,21,10565
444cec8b827f691f8e40ee17200ba0911609092633b0e66589cd791174bda5a1,213,3,20160824220011,1.53619734,42.5091999,-6.44999981,-71.5,1,1,,,300,506,21,10590
444cec8b827f691f8e40ee17200ba0911609092633b0e66589cd791174bda5a1,213,3,20160824220013,1.53619734,42.5091999,-6.44999981,-71.5,1,1,,,300,506,21,10590
444cec8b827f691f8e40ee17200ba0911609092633b0e66589cd791174bda5a1,213,3,20160824220015,1.53619734,42.5091999,-6.44999981,-71.5,1,1,,,300,506,21,10590
444cec8b827f691f8e40ee17200ba0911609092633b0e66589cd791174bda5a1,213,3,20160824220017,1.53619734,42.5091999,-6.44999981,-71.5,1,1,,,300,506,21,10590
444cec8b827f691f8e40ee17200ba0911609092633b0e66589cd791174bda5a1,213,3,20160824220019,1.53619734,42.5091999,-6.44999981,-71.5,1,1,,,300,506,21,10590
444cec8b827f691f8e40ee17200ba0911609092633b0e66589cd791174bda5a1,213,3,20160824220021,1.53619734,42.5091999,-6.44999981,-71.5,1,1,,,300,506,21,10590
444cec8b827f691f8e40ee17200ba0911609092633b0e66589cd791174bda5a1,213,3,20160824220023,1.53619734,42.5091999,-6.44999981,-71.5,1,1,,,300,506,21,10590
444cec8b827f691f8e40ee17200ba0911609092633b0e66589cd791174bda5a1,213,3,20160824220025,1.53619734,42.5091999,-6.44999981,-71.5,1,1,,,300,506,21,10590
444cec8b827f691f8e40ee17200ba0911609092633b0e66589cd791174bda5a1,213,3,20160824220027,1.53619734,42.5091999,-6.44999981,-71.5,1,1,,,300,506,21,10590
444cec8b827f691f8e40ee17200ba0911609092633b0e66589cd791174bda5a1,213,3,20160824220029,1.53619734,42.5091999,-6.44999981,-71.5,1,1,,,300,506,21,10590
444cec8b827f691f8e40ee17200ba0911609092633b0e66589cd791174bda5a1,213,3,20160824220031,1.53619734,42.5091999,-6.44999981,-71.5,1,1,,,300,506,21,10590
444cec8b827f691f8e40ee17200ba0911609092633b0e66589cd791174bda5a1,213,3,20160824220033,1.53619734,42.5091999,-6.44999981,-71.5,1,1,,,300,506,21,10590
444cec8b827f691f8e40ee17200ba0911609092633b0e66589cd791174bda5a1,213,3,20160824220035,1.53619734,42.5091999,-6.44999981,-71.5,1,1,,,300,506,21,10590
444cec8b827f691f8e40ee17200ba0911609092633b0e66589cd791174bda5a1,213,3,20160824220037,1.53619734,42.5091999,-6.44999981,-71.5,1,1,,,300,506,21,10590
444cec8b827f691f8e40ee17200ba0911609092633b0e66589cd791174bda5a1,213,3,20160824220039,1.53619734,42.5091999,-6.44999981,-71.5,1,1,,,300,506,21,10590
444cec8b827f691f8e40ee17200ba0911609092633b0e66589cd791174bda5a1,213,3,20160824220041,1.53619734,42.5091999,-6.44999981,-71.5,1,1,,,300,506,21,10590
